Full,log(Age),M,log(Teff),Mbol,Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
1734,10.04,0.8615,3.654,0.53,1.05,1.07,1.18,0.62,1.17,1.97
1735,10.04,0.8636,3.662,0.55,1.02,1.0,1.15,0.6,1.13,1.9
1736,10.04,0.8645,3.657,0.4,0.89,1.05,1.17,0.61,1.15,1.94
1737,10.04,0.8648,3.651,0.24,0.77,1.12,1.2,0.63,1.18,2.0
1738,10.04,0.865,3.645,0.07,0.65,1.19,1.24,0.65,1.22,2.06
1739,10.04,0.865,3.639,-0.09,0.54,1.25,1.27,0.67,1.26,2.12
1740,10.04,0.8651,3.63,-0.33,0.38,1.37,1.32,0.7,1.32,2.21
1741,10.04,0.8651,3.615,-0.73,0.12,1.56,1.41,0.75,1.41,2.38
1742,10.04,0.8651,3.598,-1.15,-0.13,1.73,1.5,0.81,1.54,2.59
1743,10.04,0.8651,3.608,-0.9,0.03,1.65,1.45,0.78,1.46,2.47
1744,10.04,0.8651,3.615,-0.74,0.11,1.56,1.41,0.75,1.41,2.38
1745,10.04,0.8652,3.607,-0.91,0.01,1.65,1.46,0.78,1.46,2.48
1746,10.04,0.8653,3.601,-1.08,-0.09,1.71,1.49,0.8,1.51,2.55
1747,10.04,0.8653,3.594,-1.28,-0.23,1.75,1.51,0.82,1.58,2.63
1748,10.04,0.8654,3.586,-1.51,-0.36,1.78,1.53,0.85,1.68,2.74
1749,10.04,0.8654,3.577,-1.71,-0.48,1.81,1.55,0.88,1.77,2.85
1750,10.04,0.8654,3.562,-2.0,-0.46,1.81,1.57,0.97,2.05,3.18
1751,10.04,0.8654,3.55,-2.21,-0.38,1.8,1.58,1.04,2.29,3.47
1752,10.04,0.8654,3.539,-2.43,-0.28,1.75,1.59,1.12,2.52,3.82
1753,10.04,0.8654,3.529,-2.6,-0.03,1.63,1.6,1.21,2.76,4.28
1754,10.04,0.8654,3.52,-2.76,0.15,1.54,1.61,1.28,2.96,4.65
1755,10.04,0.8655,3.511,-2.93,0.33,1.45,1.61,1.35,3.17,5.03
1756,10.04,0.8655,3.501,-3.09,0.39,1.43,1.61,1.37,3.32,5.28
1757,10.04,0.8655,3.491,-3.24,0.47,1.41,1.61,1.4,3.48,5.54
1758,10.04,0.8655,3.469,-3.58,0.62,1.37,1.62,1.45,3.83,6.1
1759,10.04,0.8655,3.468,-3.59,0.63,1.37,1.62,1.45,3.84,6.13
1760,10.04,0.8655,3.45,-3.89,0.75,1.33,1.62,1.49,4.13,6.59
1761,10.04,0.8655,3.431,-4.19,0.87,1.3,1.62,1.53,4.42,7.07
1762,10.04,0.8655,3.414,-4.45,0.99,1.27,1.63,1.57,4.68,7.5
1791,10.02,0.6,3.592,7.68,8.73,1.11,1.36,0.87,1.67,2.62
1792,10.02,0.62,3.602,7.52,8.52,1.06,1.34,0.83,1.57,2.56
1793,10.02,0.64,3.612,7.35,8.27,1.03,1.29,0.81,1.51,2.45
1794,10.02,0.66,3.623,7.18,8.01,1.01,1.25,0.79,1.44,2.34
1795,10.02,0.68,3.633,7.01,7.76,0.97,1.21,0.76,1.38,2.23
1796,10.02,0.7,3.643,6.84,7.5,0.91,1.16,0.72,1.31,2.12
1797,10.02,0.72,3.653,6.68,7.26,0.86,1.11,0.68,1.24,2.02
1798,10.02,0.74,3.664,6.51,7.02,0.79,1.07,0.64,1.18,1.92
1799,10.02,0.76,3.674,6.34,6.77,0.73,1.02,0.6,1.12,1.82
1800,10.02,0.78,3.685,6.17,6.53,0.66,0.98,0.57,1.06,1.72
1801,10.02,0.8,3.696,5.99,6.28,0.59,0.93,0.53,1.0,1.62
1802,10.02,0.82,3.706,5.82,6.07,0.52,0.89,0.5,0.95,1.54
1803,10.02,0.84,3.715,5.65,5.86,0.46,0.86,0.48,0.9,1.46
1804,10.02,0.86,3.724,5.47,5.65,0.4,0.82,0.46,0.86,1.39
1805,10.02,0.88,3.733,5.28,5.43,0.34,0.79,0.44,0.83,1.33
1806,10.02,0.9,3.741,5.09,5.22,0.28,0.75,0.42,0.8,1.27
1807,10.02,0.92,3.747,4.92,5.03,0.25,0.73,0.41,0.77,1.23
1808,10.02,0.94,3.751,4.74,4.85,0.22,0.71,0.4,0.76,1.2
1809,10.02,0.96,3.754,4.57,4.67,0.2,0.71,0.39,0.75,1.19
1810,10.02,0.9716,3.759,4.37,4.46,0.17,0.69,0.38,0.74,1.15
1811,10.02,0.984,3.758,4.22,4.3,0.18,0.69,0.38,0.74,1.16
1812,10.02,0.9969,3.755,4.07,4.16,0.2,0.7,0.39,0.75,1.18
1813,10.02,1.0094,3.747,3.91,4.02,0.25,0.73,0.41,0.77,1.22
1814,10.02,1.0184,3.732,3.83,3.98,0.35,0.8,0.44,0.83,1.33
1815,10.02,1.0233,3.712,3.85,4.07,0.49,0.88,0.48,0.92,1.48
1816,10.02,1.0238,3.709,3.85,4.09,0.51,0.89,0.49,0.93,1.51
1817,10.02,1.0283,3.688,3.72,4.05,0.67,0.98,0.54,1.02,1.67
1818,10.02,1.0303,3.683,3.56,3.92,0.71,1.0,0.56,1.04,1.72
1819,10.02,1.0321,3.68,3.38,3.76,0.73,1.01,0.56,1.06,1.74
1820,10.02,1.0336,3.678,3.22,3.6,0.75,1.02,0.57,1.06,1.76
1821,10.02,1.0349,3.677,3.05,3.45,0.77,1.03,0.57,1.07,1.77
1822,10.02,1.0361,3.675,2.89,3.29,0.79,1.04,0.57,1.08,1.79
1823,10.02,1.0371,3.673,2.72,3.13,0.81,1.06,0.58,1.09,1.8
1824,10.02,1.0379,3.671,2.57,2.99,0.83,1.07,0.58,1.1,1.82
1825,10.02,1.0387,3.669,2.4,2.83,0.85,1.08,0.59,1.11,1.84
1826,10.02,1.0394,3.667,2.22,2.67,0.87,1.09,0.6,1.12,1.86
1827,10.02,1.04,3.664,2.05,2.51,0.9,1.1,0.6,1.13,1.88
1828,10.02,1.0405,3.661,1.89,2.36,0.92,1.11,0.61,1.14,1.9
1829,10.02,1.041,3.659,1.71,2.21,0.95,1.13,0.62,1.16,1.93
1830,10.02,1.0415,3.655,1.53,2.04,0.99,1.15,0.63,1.17,1.96
1831,10.02,1.0419,3.654,1.44,1.96,1.01,1.16,0.63,1.18,1.97
1832,10.02,1.0422,3.655,1.5,2.01,0.99,1.15,0.63,1.17,1.96
1833,10.02,1.0425,3.652,1.33,1.87,1.03,1.17,0.64,1.19,1.99
1834,10.02,1.0429,3.649,1.16,1.72,1.07,1.18,0.65,1.21,2.02
1835,10.02,1.0433,3.646,0.98,1.57,1.11,1.21,0.66,1.23,2.05
1836,10.02,1.0436,3.642,0.81,1.42,1.15,1.22,0.67,1.25,2.09
1837,10.02,1.0438,3.639,0.65,1.29,1.19,1.25,0.68,1.27,2.12
1838,10.02,1.044,3.634,0.46,1.13,1.25,1.27,0.69,1.29,2.17
1839,10.02,1.0442,3.63,0.29,1.0,1.3,1.29,0.71,1.32,2.21
1840,10.02,1.0443,3.626,0.12,0.86,1.35,1.32,0.72,1.35,2.26
1841,10.02,1.0444,3.622,-0.05,0.74,1.4,1.34,0.73,1.37,2.3
1842,10.02,1.0445,3.617,-0.23,0.6,1.47,1.37,0.75,1.4,2.36
1843,10.02,1.0446,3.612,-0.4,0.47,1.53,1.4,0.76,1.43,2.41
1844,10.02,1.0447,3.608,-0.56,0.36,1.59,1.43,0.78,1.46,2.47
1845,10.02,1.0448,3.603,-0.74,0.23,1.66,1.46,0.8,1.49,2.53
1846,10.02,1.0449,3.599,-0.89,0.12,1.7,1.49,0.81,1.54,2.58
1847,10.02,1.0449,3.593,-1.07,0.0,1.74,1.51,0.83,1.6,2.65
1848,10.02,1.045,3.586,-1.26,-0.13,1.77,1.53,0.85,1.67,2.73
1849,10.02,1.045,3.579,-1.42,-0.21,1.79,1.55,0.87,1.74,2.82
1850,10.02,1.0451,3.573,-1.58,-0.3,1.81,1.56,0.9,1.82,2.91
1851,10.02,1.0451,3.566,-1.77,-0.33,1.81,1.57,0.94,1.95,3.07
1852,10.02,1.0451,3.555,-1.99,-0.3,1.81,1.58,1.01,2.17,3.33
1853,10.02,1.0452,3.546,-2.24,-0.34,1.8,1.59,1.07,2.35,3.55
1854,10.02,1.0452,3.531,-2.54,-0.08,1.66,1.6,1.19,2.69,4.15
1855,10.02,1.0452,3.524,-2.72,0.02,1.59,1.6,1.25,2.86,4.46
1856,10.02,1.0453,3.514,-2.91,0.22,1.48,1.61,1.33,3.09,4.89
1857,10.02,1.0453,3.5,-3.13,0.38,1.43,1.61,1.38,3.34,5.31
1858,10.02,1.0453,3.487,-3.37,0.44,1.4,1.62,1.41,3.55,5.65
1859,10.02,1.0453,3.47,-3.65,0.54,1.37,1.62,1.44,3.81,6.08
1860,10.02,1.0453,3.465,-3.71,0.58,1.36,1.62,1.45,3.88,6.2
1861,10.02,0.8766,3.658,0.62,1.11,1.03,1.16,0.61,1.15,1.94
1862,10.02,0.8768,3.654,0.52,1.04,1.08,1.18,0.62,1.17,1.97
1863,10.02,0.879,3.661,0.55,1.02,1.01,1.15,0.6,1.14,1.9
1864,10.02,0.8799,3.657,0.38,0.88,1.05,1.17,0.61,1.15,1.94
1865,10.02,0.8803,3.651,0.22,0.76,1.12,1.2,0.63,1.19,2.01
1866,10.02,0.8804,3.644,0.03,0.63,1.2,1.24,0.65,1.23,2.07
1867,10.02,0.8805,3.637,-0.14,0.51,1.27,1.27,0.68,1.27,2.14
1868,10.02,0.8805,3.631,-0.3,0.39,1.36,1.31,0.7,1.31,2.2
1869,10.02,0.8805,3.621,-0.61,0.19,1.49,1.37,0.73,1.38,2.32
1870,10.02,0.8805,3.599,-1.14,-0.13,1.72,1.5,0.81,1.54,2.58
1871,10.02,0.8805,3.599,-1.15,-0.14,1.73,1.5,0.81,1.54,2.58
1872,10.02,0.8805,3.608,-0.9,0.02,1.64,1.45,0.78,1.46,2.47
1873,10.02,0.8806,3.616,-0.73,0.11,1.55,1.4,0.75,1.4,2.37
1874,10.02,0.8807,3.608,-0.92,0.01,1.65,1.45,0.78,1.46,2.47
1875,10.02,0.8807,3.601,-1.1,-0.11,1.72,1.49,0.8,1.51,2.56
1876,10.02,0.8808,3.594,-1.3,-0.24,1.75,1.51,0.82,1.59,2.64
1877,10.02,0.8808,3.586,-1.52,-0.38,1.78,1.53,0.85,1.68,2.74
1878,10.02,0.8808,3.577,-1.72,-0.49,1.81,1.55,0.88,1.77,2.85
1879,10.02,0.8808,3.563,-1.99,-0.48,1.81,1.57,0.96,2.02,3.15
1880,10.02,0.8809,3.552,-2.19,-0.41,1.81,1.58,1.03,2.25,3.43
1881,10.02,0.8809,3.541,-2.41,-0.34,1.77,1.59,1.1,2.46,3.72
1882,10.02,0.8809,3.54,-2.44,-0.32,1.76,1.59,1.11,2.49,3.78
1883,10.02,0.8809,3.53,-2.59,-0.06,1.64,1.6,1.2,2.74,4.23
1884,10.02,0.8809,3.521,-2.75,0.11,1.55,1.6,1.27,2.93,4.59
1885,10.02,0.8809,3.513,-2.91,0.28,1.46,1.61,1.34,3.13,4.95
1886,10.02,0.8809,3.504,-3.07,0.35,1.43,1.61,1.37,3.28,5.21
1887,10.02,0.8809,3.485,-3.36,0.49,1.4,1.62,1.41,3.58,5.69
1888,10.02,0.8809,3.476,-3.51,0.54,1.38,1.62,1.43,3.72,5.92
1889,10.02,0.8809,3.469,-3.59,0.61,1.37,1.62,1.45,3.82,6.1
1890,10.02,0.8809,3.452,-3.88,0.72,1.34,1.62,1.49,4.1,6.55
1891,10.02,0.8809,3.434,-4.16,0.84,1.3,1.62,1.52,4.38,7.0
1892,10.02,0.8809,3.416,-4.45,0.97,1.27,1.63,1.57,4.66,7.47
1893,10.02,0.8809,3.413,-4.49,0.99,1.26,1.63,1.57,4.71,7.54
1923,10.0,0.6,3.591,7.69,8.74,1.12,1.36,0.87,1.67,2.62
1924,10.0,0.62,3.602,7.52,8.52,1.06,1.34,0.83,1.58,2.56
1925,10.0,0.64,3.612,7.36,8.27,1.03,1.3,0.81,1.51,2.45
1926,10.0,0.66,3.622,7.19,8.02,1.01,1.25,0.79,1.45,2.34
1927,10.0,0.68,3.632,7.02,7.77,0.97,1.21,0.76,1.38,2.24
1928,10.0,0.7,3.643,6.85,7.52,0.92,1.16,0.72,1.31,2.13
1929,10.0,0.72,3.653,6.69,7.27,0.86,1.11,0.69,1.25,2.03
1930,10.0,0.74,3.663,6.52,7.03,0.8,1.07,0.65,1.18,1.92
1931,10.0,0.76,3.674,6.36,6.79,0.73,1.02,0.61,1.12,1.82
1932,10.0,0.78,3.684,6.18,6.55,0.66,0.98,0.57,1.06,1.73
1933,10.0,0.8,3.695,6.01,6.31,0.59,0.94,0.53,1.0,1.63
1934,10.0,0.82,3.705,5.84,6.1,0.53,0.9,0.51,0.95,1.54
1935,10.0,0.84,3.714,5.67,5.89,0.47,0.86,0.49,0.91,1.47
1936,10.0,0.86,3.723,5.5,5.68,0.41,0.83,0.46,0.87,1.4
1937,10.0,0.88,3.732,5.32,5.47,0.35,0.79,0.44,0.83,1.34
1938,10.0,0.9,3.74,5.13,5.26,0.29,0.76,0.42,0.8,1.28
1939,10.0,0.92,3.746,4.96,5.07,0.25,0.74,0.41,0.78,1.24
1940,10.0,0.94,3.751,4.79,4.89,0.22,0.71,0.4,0.76,1.2
1941,10.0,0.96,3.754,4.62,4.71,0.2,0.7,0.39,0.75,1.18
1942,10.0,0.98,3.759,4.4,4.48,0.17,0.69,0.38,0.74,1.15
1943,10.0,0.9824,3.761,4.32,4.4,0.16,0.68,0.38,0.73,1.14
1944,10.0,0.995,3.759,4.16,4.24,0.17,0.68,0.38,0.73,1.15
1945,10.0,1.009,3.756,4.01,4.1,0.19,0.7,0.39,0.75,1.17
1946,10.0,1.0224,3.747,3.86,3.96,0.25,0.73,0.41,0.77,1.22
1947,10.0,1.0299,3.734,3.79,3.93,0.33,0.79,0.43,0.82,1.31
1948,10.0,1.0361,3.708,3.82,4.06,0.52,0.9,0.49,0.93,1.51
1949,10.0,1.0405,3.689,3.69,4.02,0.67,0.98,0.54,1.02,1.67
1950,10.0,1.0425,3.684,3.54,3.89,0.7,1.0,0.55,1.04,1.71
1951,10.0,1.0443,3.681,3.37,3.74,0.73,1.01,0.56,1.05,1.74
1952,10.0,1.0458,3.679,3.21,3.59,0.75,1.02,0.56,1.06,1.75
1953,10.0,1.0473,3.677,3.03,3.42,0.77,1.03,0.57,1.07,1.77
1954,10.0,1.0485,3.675,2.87,3.27,0.79,1.04,0.57,1.08,1.78
1955,10.0,1.0495,3.673,2.7,3.11,0.81,1.05,0.58,1.09,1.8
1956,10.0,1.0505,3.671,2.52,2.94,0.83,1.07,0.58,1.1,1.82
1957,10.0,1.0513,3.669,2.35,2.79,0.85,1.08,0.59,1.11,1.84
1958,10.0,1.052,3.667,2.18,2.63,0.87,1.09,0.6,1.12,1.86
1959,10.0,1.0526,3.664,2.01,2.47,0.9,1.1,0.6,1.13,1.88
1960,10.0,1.0531,3.661,1.85,2.32,0.93,1.11,0.61,1.14,1.9
1961,10.0,1.0536,3.659,1.68,2.17,0.96,1.13,0.62,1.16,1.93
1962,10.0,1.0541,3.655,1.5,2.01,0.99,1.15,0.63,1.17,1.96
1963,10.0,1.0544,3.654,1.42,1.94,1.01,1.15,0.63,1.18,1.97
1964,10.0,1.0547,3.656,1.48,1.99,0.99,1.15,0.63,1.17,1.96
1965,10.0,1.055,3.653,1.32,1.85,1.02,1.16,0.63,1.18,1.98
1966,10.0,1.0554,3.649,1.16,1.72,1.06,1.18,0.64,1.2,2.02
1967,10.0,1.0558,3.646,0.99,1.57,1.1,1.2,0.65,1.22,2.05
1968,10.0,1.0561,3.643,0.82,1.43,1.14,1.22,0.66,1.24,2.08
1969,10.0,1.0563,3.639,0.65,1.29,1.18,1.24,0.68,1.26,2.12
1970,10.0,1.0565,3.635,0.48,1.14,1.24,1.26,0.69,1.29,2.16
1971,10.0,1.0567,3.631,0.32,1.02,1.28,1.29,0.7,1.31,2.2
1972,10.0,1.0568,3.627,0.13,0.87,1.34,1.31,0.72,1.34,2.25
1973,10.0,1.057,3.623,-0.02,0.75,1.39,1.33,0.73,1.36,2.29
1974,10.0,1.0571,3.619,-0.19,0.62,1.45,1.36,0.74,1.39,2.34
1975,10.0,1.0572,3.615,-0.35,0.5,1.5,1.39,0.75,1.42,2.39
1976,10.0,1.0573,3.609,-0.54,0.37,1.58,1.42,0.77,1.45,2.45
1977,10.0,1.0574,3.605,-0.71,0.24,1.64,1.45,0.79,1.48,2.51
1978,10.0,1.0574,3.599,-0.9,0.11,1.7,1.49,0.81,1.53,2.57
1979,10.0,1.0575,3.594,-1.07,-0.01,1.73,1.5,0.83,1.59,2.64
1980,10.0,1.0576,3.588,-1.25,-0.13,1.76,1.53,0.85,1.66,2.72
1981,10.0,1.0576,3.578,-1.48,-0.25,1.8,1.55,0.88,1.76,2.83
1982,10.0,1.0577,3.572,-1.64,-0.32,1.81,1.56,0.9,1.85,2.94
1983,10.0,1.0577,3.565,-1.82,-0.36,1.81,1.57,0.95,1.98,3.1
1984,10.0,1.0577,3.554,-2.04,-0.32,1.81,1.58,1.01,2.2,3.36
1985,10.0,1.0578,3.545,-2.29,-0.36,1.8,1.59,1.07,2.38,3.58
1986,10.0,1.0578,3.53,-2.59,-0.08,1.65,1.6,1.2,2.72,4.2
1987,10.0,1.0578,3.523,-2.76,0.03,1.57,1.6,1.26,2.89,4.52
1988,10.0,1.0579,3.514,-2.95,0.22,1.47,1.61,1.34,3.11,4.93
1989,10.0,1.0579,3.499,-3.16,0.36,1.43,1.61,1.38,3.35,5.32
1990,10.0,1.0579,3.486,-3.4,0.42,1.4,1.62,1.41,3.55,5.66
1991,10.0,1.0579,3.47,-3.67,0.52,1.37,1.62,1.45,3.82,6.09
1992,10.0,1.0579,3.467,-3.72,0.54,1.37,1.62,1.45,3.86,6.16
1993,10.0,0.8919,3.657,0.61,1.11,1.04,1.16,0.61,1.15,1.94
1994,10.0,0.892,3.654,0.51,1.03,1.08,1.18,0.62,1.17,1.97
1995,10.0,0.8943,3.661,0.54,1.01,1.01,1.15,0.6,1.14,1.91
1996,10.0,0.8953,3.657,0.38,0.88,1.05,1.17,0.61,1.16,1.95
1997,10.0,0.8957,3.651,0.23,0.77,1.12,1.2,0.63,1.18,2.0
1998,10.0,0.8958,3.644,0.05,0.64,1.19,1.24,0.65,1.23,2.07
1999,10.0,0.8959,3.638,-0.13,0.51,1.27,1.27,0.67,1.27,2.13
2000,10.0,0.8959,3.631,-0.28,0.41,1.35,1.31,0.69,1.3,2.2
2001,10.0,0.8959,3.624,-0.52,0.25,1.45,1.35,0.72,1.36,2.28
2002,10.0,0.8959,3.602,-1.05,-0.07,1.71,1.48,0.8,1.5,2.54
2003,10.0,0.8959,3.599,-1.15,-0.14,1.72,1.5,0.81,1.54,2.58
2004,10.0,0.8959,3.608,-0.9,0.02,1.64,1.45,0.77,1.46,2.46
2005,10.0,0.896,3.617,-0.73,0.1,1.54,1.4,0.75,1.4,2.37
2006,10.0,0.896,3.617,-0.73,0.1,1.53,1.4,0.74,1.4,2.36
2007,10.0,0.8961,3.61,-0.88,0.02,1.63,1.44,0.77,1.45,2.45
2008,10.0,0.8962,3.602,-1.08,-0.1,1.71,1.49,0.8,1.5,2.54
2009,10.0,0.8962,3.596,-1.27,-0.22,1.74,1.51,0.82,1.57,2.62
2010,10.0,0.8962,3.589,-1.46,-0.34,1.77,1.53,0.84,1.64,2.7
2011,10.0,0.8962,3.582,-1.62,-0.44,1.79,1.54,0.87,1.72,2.79
2012,10.0,0.8963,3.572,-1.84,-0.53,1.82,1.56,0.9,1.85,2.93
2013,10.0,0.8963,3.553,-2.17,-0.43,1.81,1.58,1.02,2.21,3.38
2014,10.0,0.8963,3.544,-2.37,-0.4,1.8,1.59,1.08,2.41,3.63
2015,10.0,0.8963,3.541,-2.44,-0.36,1.77,1.59,1.11,2.47,3.74
2016,10.0,0.8963,3.531,-2.59,-0.1,1.66,1.6,1.19,2.71,4.18
2017,10.0,0.8963,3.515,-2.89,0.21,1.49,1.61,1.32,3.07,4.86
2018,10.0,0.8963,3.497,-3.18,0.39,1.42,1.61,1.38,3.39,5.39
2019,10.0,0.8963,3.48,-3.47,0.49,1.39,1.62,1.42,3.66,5.82
2020,10.0,0.8963,3.47,-3.59,0.58,1.37,1.62,1.44,3.8,6.07
2021,10.0,0.8964,3.453,-3.86,0.69,1.34,1.62,1.48,4.07,6.5
2022,10.0,0.8964,3.436,-4.14,0.8,1.31,1.62,1.52,4.34,6.94
2023,10.0,0.8964,3.419,-4.42,0.93,1.27,1.63,1.56,4.61,7.39
2024,10.0,0.8964,3.411,-4.53,0.98,1.26,1.63,1.58,4.73,7.58
2053,9.9,0.6,3.59,7.71,8.77,1.13,1.37,0.87,1.69,2.63
2054,9.9,0.62,3.6,7.55,8.56,1.07,1.34,0.84,1.6,2.57
2055,9.9,0.64,3.61,7.39,8.32,1.04,1.3,0.81,1.52,2.47
2056,9.9,0.66,3.62,7.22,8.07,1.01,1.26,0.79,1.46,2.37
2057,9.9,0.68,3.63,7.06,7.82,0.98,1.22,0.77,1.39,2.26
2058,9.9,0.7,3.64,6.89,7.58,0.93,1.17,0.73,1.33,2.15
2059,9.9,0.72,3.65,6.74,7.34,0.88,1.13,0.69,1.26,2.05
2060,9.9,0.74,3.66,6.58,7.11,0.82,1.08,0.66,1.2,1.96
2061,9.9,0.76,3.67,6.42,6.88,0.75,1.04,0.62,1.14,1.86
2062,9.9,0.78,3.68,6.25,6.64,0.69,1.0,0.58,1.09,1.76
2063,9.9,0.8,3.691,6.09,6.41,0.62,0.95,0.55,1.03,1.66
2064,9.9,0.82,3.7,5.93,6.21,0.56,0.92,0.52,0.98,1.58
2065,9.9,0.84,3.709,5.78,6.01,0.5,0.88,0.5,0.93,1.51
2066,9.9,0.86,3.718,5.62,5.82,0.44,0.85,0.47,0.89,1.44
2067,9.9,0.88,3.727,5.45,5.62,0.38,0.81,0.45,0.85,1.37
2068,9.9,0.9,3.736,5.28,5.43,0.32,0.78,0.43,0.82,1.31
2069,9.9,0.92,3.742,5.13,5.25,0.28,0.75,0.41,0.79,1.26
2070,9.9,0.94,3.749,4.97,5.08,0.23,0.73,0.4,0.77,1.22
2071,9.9,0.96,3.754,4.81,4.9,0.2,0.7,0.39,0.75,1.18
2072,9.9,0.98,3.759,4.64,4.72,0.17,0.68,0.38,0.73,1.15
2073,9.9,1.0,3.762,4.49,4.57,0.15,0.67,0.38,0.72,1.13
2074,9.9,1.025,3.762,4.32,4.4,0.15,0.67,0.38,0.72,1.13
2075,9.9,1.0321,3.762,4.28,4.35,0.16,0.67,0.38,0.72,1.13
2076,9.9,1.0412,3.767,4.12,4.18,0.13,0.65,0.37,0.71,1.1
2077,9.9,1.043,3.77,4.02,4.08,0.12,0.64,0.36,0.7,1.08
2078,9.9,1.0576,3.767,3.87,3.94,0.13,0.65,0.37,0.71,1.1
2079,9.9,1.0729,3.761,3.72,3.8,0.17,0.68,0.38,0.73,1.14
2080,9.9,1.0875,3.746,3.59,3.7,0.26,0.74,0.41,0.78,1.23
2081,9.9,1.0936,3.725,3.62,3.79,0.4,0.83,0.45,0.86,1.38
2082,9.9,1.0976,3.705,3.66,3.91,0.55,0.91,0.5,0.94,1.54
2083,9.9,1.1011,3.691,3.55,3.87,0.65,0.97,0.53,1.0,1.65
2084,9.9,1.1035,3.685,3.4,3.74,0.69,0.99,0.55,1.03,1.7
2085,9.9,1.1055,3.683,3.24,3.6,0.71,1.0,0.56,1.04,1.72
2086,9.9,1.1074,3.681,3.08,3.45,0.73,1.01,0.56,1.05,1.74
2087,9.9,1.1089,3.679,2.92,3.3,0.75,1.02,0.56,1.06,1.75
2088,9.9,1.1104,3.677,2.76,3.14,0.77,1.03,0.57,1.07,1.76
2089,9.9,1.1116,3.675,2.6,2.99,0.79,1.05,0.57,1.08,1.78
2090,9.9,1.1126,3.673,2.44,2.85,0.81,1.06,0.58,1.08,1.8
2091,9.9,1.1136,3.671,2.27,2.69,0.83,1.07,0.58,1.09,1.82
2092,9.9,1.1144,3.669,2.11,2.54,0.85,1.08,0.59,1.11,1.84
2093,9.9,1.1152,3.666,1.92,2.37,0.88,1.09,0.6,1.12,1.86
2094,9.9,1.1158,3.663,1.76,2.23,0.91,1.11,0.6,1.13,1.88
2095,9.9,1.1164,3.66,1.59,2.07,0.94,1.12,0.61,1.15,1.91
2096,9.9,1.117,3.657,1.41,1.92,0.98,1.14,0.62,1.16,1.94
2097,9.9,1.1175,3.656,1.32,1.84,1.0,1.15,0.63,1.17,1.96
2098,9.9,1.1178,3.657,1.38,1.88,0.98,1.14,0.62,1.16,1.94
2099,9.9,1.1183,3.654,1.21,1.74,1.02,1.16,0.63,1.18,1.97
2100,9.9,1.1188,3.65,1.03,1.58,1.06,1.18,0.64,1.2,2.01
2101,9.9,1.1192,3.647,0.85,1.43,1.1,1.2,0.65,1.22,2.04
2102,9.9,1.1196,3.643,0.67,1.28,1.14,1.22,0.66,1.24,2.08
2103,9.9,1.1198,3.64,0.51,1.14,1.19,1.24,0.67,1.26,2.11
2104,9.9,1.1201,3.635,0.34,1.0,1.24,1.27,0.69,1.29,2.16
2105,9.9,1.1203,3.631,0.16,0.86,1.3,1.29,0.7,1.32,2.2
2106,9.9,1.1204,3.627,0.01,0.74,1.34,1.31,0.71,1.34,2.24
2107,9.9,1.1206,3.623,-0.17,0.61,1.4,1.34,0.73,1.37,2.29
2108,9.9,1.1207,3.619,-0.34,0.48,1.46,1.37,0.74,1.39,2.34
2109,9.9,1.1208,3.614,-0.51,0.35,1.52,1.39,0.76,1.42,2.4
2110,9.9,1.1209,3.609,-0.67,0.24,1.58,1.42,0.77,1.45,2.45
2111,9.9,1.121,3.604,-0.85,0.11,1.65,1.46,0.79,1.49,2.51
2112,9.9,1.1211,3.6,-1.0,0.0,1.7,1.49,0.81,1.53,2.57
2113,9.9,1.1212,3.594,-1.2,-0.13,1.74,1.51,0.83,1.59,2.64
2114,9.9,1.1213,3.588,-1.35,-0.23,1.76,1.52,0.85,1.65,2.71
2115,9.9,1.1213,3.58,-1.52,-0.33,1.79,1.54,0.87,1.73,2.8
2116,9.9,1.1214,3.572,-1.73,-0.43,1.81,1.56,0.9,1.84,2.92
2117,9.9,1.1214,3.567,-1.88,-0.46,1.81,1.57,0.94,1.95,3.06
2118,9.9,1.1215,3.558,-2.05,-0.43,1.81,1.58,0.99,2.11,3.26
2119,9.9,1.1215,3.551,-2.23,-0.43,1.8,1.58,1.04,2.26,3.44
2120,9.9,1.1215,3.542,-2.46,-0.41,1.78,1.59,1.1,2.45,3.71
2121,9.9,1.1216,3.53,-2.7,-0.18,1.64,1.6,1.2,2.73,4.23
2122,9.9,1.1216,3.517,-2.99,0.05,1.5,1.61,1.31,3.04,4.8
2123,9.9,1.1216,3.507,-3.15,0.19,1.44,1.61,1.36,3.23,5.13
2124,9.9,1.1217,3.495,-3.33,0.28,1.42,1.61,1.39,3.41,5.43
2125,9.9,1.1217,3.483,-3.54,0.35,1.4,1.62,1.41,3.6,5.74
2126,9.9,1.1217,3.473,-3.72,0.39,1.38,1.62,1.44,3.76,5.99
2127,9.9,0.969,3.658,0.57,1.07,1.03,1.16,0.61,1.15,1.94
2128,9.9,0.9692,3.654,0.49,1.0,1.07,1.18,0.62,1.17,1.97
2129,9.9,0.9722,3.66,0.49,0.97,1.01,1.15,0.61,1.14,1.91
2130,9.9,0.9734,3.656,0.33,0.84,1.06,1.17,0.62,1.16,1.95
2131,9.9,0.9739,3.65,0.17,0.71,1.12,1.2,0.63,1.19,2.01
2132,9.9,0.9741,3.644,0.0,0.59,1.19,1.24,0.65,1.23,2.07
